"Provider Number","Facility Name",City,State,"Zip Code","Certification Date","Medicare Census","Medicaid Census","Other Census","Total Residents","Program Participation Code","Hospital Based","Ownership Type","Multi-Facility Organization","Multi-Facility Organization Name","Number of AIDS Beds","Number of Alzheimer's Disease Beds","Number of Dialysis Beds","Number of Disabled Children/Young Adult Beds","Number of Head Trauma Beds","Number of Hospice Beds","Number of Huntington's Disease Beds","Number of Ventilator Beds","Number of Other Specialized Rehab Beds","Organized Residents' Group","Organized Family Member Group","Facility Conducts Experimental Research","Continuing Care Retirement Community (CCRC)","7 Day RN Waiver Date","7 Day RN Hrs Waived Per Week","24 Hr Licensed Nursing Waiver Date","24 Hr Licensed Nursing Hrs Waived Per Week","Nurse Aide Training and Competency Evaluation Program"
425388,"Greenwood Transitional Rehabilitation Unit",Greenwood,SC,29646,2025-06-19,10,0,0,10,"SNF (Medicare) Only",Yes,"For Profit - Corporation",Yes,"Ernest Health",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,No
425389,"Presbyterian Communities Of South Carolina-Summerv",Summerville,SC,29483,2024-09-06,34,0,2,36,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"PRESBYTERIAN COMMUNITEIS OF SC",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425390,"Summit Hills Skilled Nursing Facility",Spartanburg,SC,29307,2025-01-22,16,0,8,24,"SNF (Medicare) Only",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425391,"Compass Post Acute Rehabilitation",Conway,SC,29527,2025-04-10,36,39,3,78,"SNF/NF Distinct Part",No,"For Profit - Corporation",Yes,"Ensign Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
425392,"Linville Court At The Cascades Verdae",Greenville,SC,29607,2025-03-11,21,0,16,37,"SNF (Medicare) Only",No,"For Profit - LLC",Yes,"MAXWELL GROUP",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425393,"Presbyterian Communities Of South Carolina- Clinto",Clinton,SC,29325,2025-04-01,2,0,0,2,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",Yes,"Presbyterian Communities of SC",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425394,"The Arboretum At The Woodlands",Greenville,SC,29617,2024-10-24,4,0,26,30,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425395,"Brightwater Skilled Nursing Center","Myrtle Beach",SC,29579,2025-04-30,30,0,18,48,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Maxwell Group",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425396,"Presbyterian Home Of South Carolina-Columbia",Lexington,SC,29073,2024-05-09,10,2,4,16,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Presbyterian Communities of SC",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425397,"NHC Healthcare - Bluffton",Okatie,SC,29909,2024-11-14,16,55,41,112,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
425400,"PruittHealth- Blythewood",Columbia,SC,29229,2024-10-04,4,76,35,115,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"PRUITT HEALTH",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
425401,"Still Hopes Episcopal Retirement Community","West Columbia",SC,29169,2025-06-12,18,0,4,22,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,22,Yes,Yes,No,Yes,"",0,"",0,No
425403,"Presbyterian Home Of SC - Foothills",Easley,SC,29642,2025-01-16,21,0,0,21,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",Yes,"Presbytermian Communities of SC",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425406,"Presbyterian Communities Of South Carolina-Florenc",Florence,SC,29501,2024-08-14,19,0,2,21,"Skilled Nursing Facility (SNF) - Medicare Participation",No,"Non-Profit - Nonprofit Corporation",Yes,"Presbyterian Communities of South Carolina",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425407,"The Lodge At Wellmore- Tega Cay","Fort Mill",SC,29708,2025-04-03,28,0,20,48,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"MAXWELL GROUP SENIOR LIVING COMMUNITIE",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425408,"White Oak At North Grove Inc",Spartanburg,SC,29303,2025-05-15,16,50,62,128,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"National Healthcare Corporation",0,22,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
425411,"Bishop Gadsden Episcopal Health Care Center",Charleston,SC,29412,2025-04-25,22,0,0,22,"SNF (Medicare) Only",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425412,"Retreat at Wellmore of Lexington",Lexington,SC,29072,2025-05-22,26,0,26,52,"SNF (Medicare) Only",No,"For Profit - LLC",Yes,"SENIOR LIVING COMMUNITIES",0,0,0,0,0,9,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425413,"Sprenger Health Care of Port Royal","Port Royal",SC,29935,2024-12-12,5,0,37,42,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"Sprenger Health Care",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425414,"Retreat at Wellmore of Daniel Island",Charleston,SC,29492,2025-04-02,25,0,26,51,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"Senior Living Communities",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
425415,"Sprenger Healthcare of Bluffton",Bluffton,SC,29909,2024-10-11,4,5,44,53,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Sprenger Healthcare Systems",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425416,"Senior Care of Marion",Marion,SC,29571,2024-06-07,3,24,16,43,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
425418,"Kempton Of Charleston",Charleston,SC,29403,2025-05-06,17,0,5,22,"SNF (Medicare) Only",No,"For Profit - Corporation",Yes,"LIBERTY SENIOR LIVING",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,No
425419,"Veteran Village",Florence,SC,29506,2024-10-11,0,0,101,101,"SNF/NF Dual Certification",No,"Government - State",Yes,"SC Dept of Veteran Affairs",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
435004,"PRAIRIE HEIGHTS HEALTHCARE",ABERDEEN,SD,57401,2024-03-07,19,22,25,66,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Eduro Healthcare, LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435009,"AVANTARA MILBANK",MILBANK,SD,57252,2025-03-13,2,25,8,35,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,No
435020,"AVANTARA HURON",HURON,SD,57350,2024-11-14,14,32,29,75,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435029,"Avera Rosebud Country Care Center",GREGORY,SD,57533,2025-02-13,3,13,14,30,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435033,"Westhills Village Health Care Facility","RAPID CITY",SD,57701,2024-11-21,12,0,25,37,"SNF (Medicare) Only",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
435034,"AVERA MARYHOUSE LONG TERM CARE",PIERRE,SD,57501,2024-03-21,8,27,23,58,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435035,"ROLLING HILLS HEALTHCARE","BELLE FOURCHE",SD,57717,2024-10-17,25,26,0,51,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Eduro Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435036,"JENKIN'S LIVING CENTER",WATERTOWN,SD,57201,2025-01-30,5,38,35,78,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435037,"CLARKSON HEALTH CARE","RAPID CITY",SD,57702,2024-02-01,7,13,27,47,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435038,"TEKAKWITHA LIVING CENTER",SISSETON,SD,57262,2024-07-18,19,20,1,40,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435039,"AVANTARA NORTON","SIOUX FALLS",SD,57105,2025-03-05,21,54,19,94,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435040,"AVANTARA MOUNTAIN VIEW","RAPID CITY",SD,57702,2024-12-12,11,51,20,82,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
435041,"ABERDEEN HEALTH AND REHAB",ABERDEEN,SD,57401,2025-02-06,11,51,10,72,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Accura Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435042,"Avera Mother Joseph Manor Retirement Community",ABERDEEN,SD,57401,2024-05-16,13,38,29,80,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
435043,"SPEARFISH CANYON HEALTHCARE",SPEARFISH,SD,57783,2024-02-07,6,44,25,75,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Eduro Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435044,"GOOD SAMARITAN SOCIETY LUTHER MANOR","SIOUX FALLS",SD,57105,2024-10-17,13,40,1,54,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435045,"GOOD SAMARITAN SOCIETY SIOUX FALLS VILLAGE","SIOUX FALLS",SD,57106,2025-04-24,9,68,85,162,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435046,"GOOD SAMARITAN SOCIETY SIOUX FALLS CENTER","SIOUX FALLS",SD,57104,2024-06-13,9,44,24,77,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritan Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435047,"AVANTARA PIERRE",PIERRE,SD,57501,2025-04-02,10,29,16,55,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435048,"AVANTARA GROTON",GROTON,SD,57445,2024-07-31,2,26,9,37,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Lagacy Healthcare LLC",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435051,"AVANTARA ARROWHEAD","RAPID CITY",SD,57702,2024-05-15,7,38,11,56,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
435054,"AVANTARA REDFIELD",REDFIELD,SD,57469,2024-12-05,3,35,11,49,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,Legacy,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435056,"WINNER REGIONAL HEALTHCARE CENTER",WINNER,SD,57580,2024-12-19,2,18,11,31,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435058,"AVANTARA CLARK CITY",CLARK,SD,57225,2024-09-12,4,16,12,32,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435059,"AVANTARA LAKE NORDEN","LAKE NORDEN",SD,57248,2025-03-20,5,27,14,46,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435060,"AVANTARA SAINT CLOUD","RAPID CITY",SD,57701,2024-11-07,4,50,20,74,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,Yes
435061,"AVERA BRADY HEALTH AND REHAB",MITCHELL,SD,57301,2024-12-12,10,23,38,71,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435062,"Alcester Care And Rehab Center, Inc",ALCESTER,SD,57001,2024-04-30,2,24,13,39,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435064,"AVANTARA NORTH","RAPID CITY",SD,57701,2025-01-14,4,42,16,62,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435066,"AVERA PRINCE OF PEACE","SIOUX FALLS",SD,57103,2024-03-14,24,35,57,116,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Church Related",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
435068,"AVANTARA WATERTOWN",WATERTOWN,SD,57201,2024-12-05,7,24,12,43,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Legacy Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435069,"Tieszen Memorial Home",MARION,SD,57043,2024-12-19,3,28,29,60,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,Yes,No,No,"",0,"",0,Yes
435070,"AVERA SISTER JAMES CARE CENTER",YANKTON,SD,57078,2025-01-08,91,54,41,186,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435071,"Bethesda Home",WEBSTER,SD,57274,2025-01-09,1,27,16,44,"SNF/NF Dual Certification",No,"Non-Profit - Church Related",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435072,"SEVEN SISTERS LIVING CENTER","HOT SPRINGS",SD,57747,2024-07-25,1,34,13,48,"SNF/NF - Medicare/Medicaid",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435073,"Bethesda Home of Aberdeen",ABERDEEN,SD,57401,2024-11-21,6,30,46,82,"SNF/NF Dual Certification",No,"Non-Profit - Church Related",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435074,"GOOD SAMARITAN SOCIETY DE SMET","DE SMET",SD,57231,2025-05-22,2,16,15,33,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samartian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435075,"GOOD SAMARITAN SOCIETY HOWARD",HOWARD,SD,57349,2025-01-30,2,25,0,27,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435076,"Bethel Lutheran Home",MADISON,SD,57042,2024-01-18,2,29,21,52,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Church Related",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435078,"Avera Eureka Health Care Center",EUREKA,SD,57437,2025-02-13,7,22,24,53,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Avera Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435079,"UNITED LIVING COMMUNITY",BROOKINGS,SD,57006,2024-05-23,7,35,25,67,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
435080,"Bethesda Of Beresford",BERESFORD,SD,57004,2024-04-25,1,16,17,34,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435083,"THE NEIGHBORHOODS AT BROOKVIEW",BROOKINGS,SD,57006,2024-05-31,9,19,43,71,"SNF/NF - Medicare/Medicaid",No,"Government - City/County",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435084,"FAULKTON SENIOR LIVING",FAULKTON,SD,57438,2024-08-01,2,19,15,36,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Tealwood Senior Living",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435086,"RIVERVIEW HEALTHCARE CENTER",FLANDREAU,SD,57028,2025-02-27,2,34,18,54,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,"Evergreen Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435087,"GOOD SAMARITAN SOCIETY CANISTOTA",CANISTOTA,SD,57012,2024-12-04,0,38,12,50,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Evangelical Lutheran Good Samaritan So",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435088,"Centerville Care and Rehab Center Inc",CENTERVILLE,SD,57014,2025-05-21,1,10,22,33,"SNF/NF Dual Certification",No,"For Profit - Corporation",Yes,"Caring Professionals",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435089,"Good Samaritan Society Corsica",CORSICA,SD,57328,2024-08-22,0,50,0,50,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritan Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435090,"Five Counties Nursing Home",LEMMON,SD,57638,2025-03-12,4,14,22,40,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435092,"HIGHMORE HEALTH",HIGHMORE,SD,57345,2025-05-08,3,16,15,34,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435093,"Sun Dial Manor",BRISTOL,SD,57219,2025-05-21,1,8,13,22,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435094,"Wakonda Heritage Manor",WAKONDA,SD,57073,2025-02-13,1,18,13,32,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435095,"GOOD SAMARITAN SOCIETY SCOTLAND",SCOTLAND,SD,57059,2025-03-27,6,13,13,32,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435096,"BETHANY HOME SIOUX FALLS","SIOUX FALLS",SD,57105,2024-11-07,7,21,11,39,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Bethany Lutheran Home for the Aged",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435097,"LAKE ANDES SENIOR LIVING","LAKE ANDES",SD,57356,2024-09-05,6,28,9,43,"SNF/NF - Medicare/Medicaid",No,"For Profit - Individual",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435098,"GOOD SAMARITAN SOCIETY TYNDALL",TYNDALL,SD,57066,2025-01-24,1,30,25,56,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Sanford Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435099,"Estelline Nursing and Care Center",ESTELLINE,SD,57234,2025-04-03,2,18,34,54,"SNF/NF Dual Certification",No,"Government - City",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435100,"Sunset Manor Avera Health",IRENE,SD,57037,2024-08-08,0,48,1,49,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435101,"GOOD SAMARITAN SOCIETY CANTON",CANTON,SD,57013,2025-05-08,1,27,24,52,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435102,"MONUMENT HEALTH STURGIS CARE CENTER",STURGIS,SD,57785,2024-10-03,0,32,0,32,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Monument Health",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435104,"GOOD SAMARITAN SOCIETY NEW UNDERWOOD","NEW UNDERWOOD",SD,57761,2025-01-30,2,16,18,36,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritan Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435105,"WHEATCREST HILLS HEALTHCARE CENTER",BRITTON,SD,57430,2024-07-10,2,20,21,43,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,Evergreen,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435107,"BOWDLE NURSING HOME",BOWDLE,SD,57428,2024-02-08,1,9,12,22,"SNF/NF - Medicare/Medicaid",No,"Government - City",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435109,"FIRESTEEL HEALTHCARE CENTER",MITCHELL,SD,57301,2025-04-25,5,58,41,104,"SNF/NF Dual Certification",No,"For Profit - LLC",Yes,Empres,0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435110,"Fountain Springs Healthcare","RAPID CITY",SD,57702,2024-04-04,16,42,24,82,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Evergreen Healthcare",0,0,0,0,0,0,0,0,0,No,No,No,No,"",0,"",0,Yes
435112,"OAKVIEW TERRACE",FREEMAN,SD,57029,2024-01-18,3,19,22,44,"SNF/NF - Medicare/Medicaid",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435113,"Menno-Olivet Care Center",MENNO,SD,57045,2024-10-30,0,6,15,21,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435114,"DIAMOND CARE CENTER",BRIDGEWATER,SD,57319,2024-06-21,2,15,15,32,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435115,"PALISADE HEALTHCARE CENTER",GARRETSON,SD,57030,2024-03-18,4,30,14,48,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",Yes,"Evergreen Healthcare",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435118,"PRAIRIE VIEW HEALTHCARE CENTER",WOONSOCKET,SD,57385,2024-06-06,4,16,17,37,"SNF/NF - Medicare/Medicaid",No,"For Profit - LLC",Yes,"Evergreen Healthcare Group",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435119,"Wilmot Care Center Inc",WILMOT,SD,57279,2025-03-06,1,14,8,23,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435120,"Pioneer Memorial Nursing Home",VIBORG,SD,57070,2025-02-21,2,14,22,38,"SNF/NF Dual Certification",Yes,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,No
435122,"St William's Care Center",MILBANK,SD,57252,2024-10-02,2,26,21,49,"SNF/NF Dual Certification",No,"Non-Profit - Other Nonprofit",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435123,"Walworth County Care Center, Inc",SELBY,SD,57472,2024-12-12,1,24,19,44,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435124,"Good Samaritan Society Miller",MILLER,SD,57362,2024-09-19,1,21,18,40,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Good Samaritian Society",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
435125,"Strand-Kjorsvig Community Rest Home",ROSLYN,SD,57261,2025-05-08,2,13,11,26,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,Yes,No,"",0,"",0,No
435127,"DOW RUMMEL VILLAGE","SIOUX FALLS",SD,57104,2024-08-15,3,9,34,46,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",No,"",0,0,0,0,0,0,0,0,0,Yes,No,No,Yes,"",0,"",0,Yes
435129,"DELLS NURSING AND REHAB CENTER INC","DELL RAPIDS",SD,57022,2025-01-16,2,23,15,40,"SNF/NF - Medicare/Medicaid",No,"For Profit - Corporation",No,"",0,0,0,0,0,0,0,0,0,No,Yes,No,No,"",0,"",0,No
435130,"Bethany Home - Brandon",BRANDON,SD,57005,2024-11-08,5,28,19,52,"SNF/NF Dual Certification",No,"Non-Profit - Nonprofit Corporation",Yes,"Bethany Lutheran Home for the Aged",0,0,0,0,0,0,0,0,0,Yes,No,No,No,"",0,"",0,Yes
