Provider Number,Medicare Census,Medicaid Census,Other Census,Total Residents,Hospital Based,Ownership Type,Number of AIDS Beds,Number of Alzheimer's Disease Beds,Number of Dialysis Beds,Number of Disabled Children/Young Adult Beds,Number of Head Trauma Beds,Number of Hospice Beds,Number of Huntington's Disease Beds,Number of Ventilator Beds,Number of Other Specialized Rehab Beds,Overall Rating,Latitude,Longitude,low_rated
425082,11,109,27,147,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.8594,-79.988,1
425084,25,91,0,116,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.8838,-82.695,0
425085,4,71,3,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.4919,-80.853,0
425086,3,61,9,73,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.0568,-78.897,0
425088,13,87,36,136,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.9622,-81.05,0
425089,4,64,22,90,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,34.992,-81.243,0
425090,3,74,17,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.8391,-82.411,1
425091,13,65,15,93,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,35.018,-81.976,1
425093,14,80,2,96,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.2709,-79.243,0
425095,35,84,19,138,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,35.0879,-81.638,0
425096,10,59,10,79,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,3.0,35.0016,-81.985,0
425097,2,30,11,43,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.2558,-81.364,0
425100,16,64,47,127,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,34.1417,-81.27,1
425102,1,109,17,127,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.8376,-82.44,0
425103,0,14,9,23,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,32.9663,-81.253,0
425104,2,68,11,81,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,33.3087,-81.029,1
425105,8,107,0,115,No,For Profit - LLC,0,0,0,0,0,0,0,40,0,1.0,34.0029,-81.107,1
425106,24,96,5,125,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,34.8896,-82.453,0
425107,18,107,27,152,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.9446,-80.352,1
425109,11,85,38,134,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.9441,-80.378,0
425110,17,89,11,117,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,32.8152,-79.858,0
425111,27,73,30,130,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.3975,-80.024,1
425112,17,103,9,129,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.7239,-82.257,1
425113,4,61,12,77,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.4311,-79.353,0
425114,16,50,11,77,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,33.7532,-80.223,0
425115,13,58,1,72,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,34.2149,-79.797,0
425116,2,77,33,112,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.4807,-80.868,1
425117,7,67,16,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.6598,-79.823,1
425118,15,83,4,102,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.6246,-79.607,1
425119,27,102,18,147,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.1065,-79.704,0
425121,17,99,5,121,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,33.8198,-79.078,1
425122,1,32,1,34,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,35.0509,-82.092,0
425127,5,54,23,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,34.9553,-81.053,0
425128,9,98,50,157,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,32.9748,-80.073,0
425129,5,60,14,79,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,34.0518,-81.132,1
425131,12,63,39,114,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.4222,-80.849,1
425132,3,76,4,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.5059,-80.991,1
425138,5,75,44,124,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.9539,-82.239,0
425139,22,82,7,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.6548,-82.963,1
425140,1,72,21,94,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.1871,-80.02,1
425142,3,63,17,83,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.7192,-81.646,0
425143,5,67,9,81,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.1854,-80.581,1
425145,10,120,19,149,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,33.5761,-81.721,1
425146,17,94,40,151,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.8075,-79.863,1
425147,7,36,19,62,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.2234,-80.717,1
425149,13,64,6,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.9145,-79.738,0
425150,6,0,20,26,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,32.1489,-80.762,0
425154,5,43,29,77,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.1827,-79.783,0
425155,10,103,13,126,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.7214,-80.72,1
425156,13,52,20,85,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.9553,-80.163,1
425157,27,33,22,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.186,-79.765,0
425158,6,80,0,86,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.3292,-80.907,1
425159,7,60,19,86,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,34.9499,-81.039,0
425160,11,0,7,18,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.8416,-82.262,0
425163,7,72,4,83,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,34.2531,-79.742,1
425165,4,84,11,99,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.9459,-81.038,1
425168,8,38,13,59,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.6964,-82.19,1
425169,12,123,8,143,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.2513,-80.635,1
425170,9,97,9,115,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.6577,-80.768,1
425171,2,84,23,109,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.8685,-82.376,1
425172,4,66,8,78,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.1727,-82.158,1
425173,8,51,15,74,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.784,-79.003,1
425174,9,98,12,119,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.2275,-80.256,0
425175,5,87,20,112,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.9823,-81.964,1
425176,7,53,8,68,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.3141,-79.872,0
425179,2,68,11,81,No,Government - Hospital District,0,0,0,0,0,0,0,0,0,1.0,34.7501,-82.017,1
425287,9,65,12,86,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.0027,-81.007,1
425288,4,104,11,119,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.326,-80.761,1
425289,10,87,14,111,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.9464,-80.036,1
425290,9,45,22,76,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.972,-81.871,0
425291,9,0,0,9,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,34.9522,-81.028,0
425293,4,72,33,109,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.7783,-81.928,0
425294,7,73,36,116,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.8178,-82.314,0
425295,9,119,5,133,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.3324,-79.304,0
425296,1,90,28,119,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5086,-81.952,0
425297,1,31,4,36,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.4102,-81.413,0
425298,17,34,6,57,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.798,-82.544,1
425300,5,61,9,75,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,4.0,33.6173,-80.365,0
425301,1,0,208,209,No,Government - State,0,0,0,0,0,0,0,0,0,4.0,34.4762,-82.578,0
425303,1,70,13,84,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,35.0379,-82.091,1
425305,39,70,5,114,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.8414,-82.319,0
425306,1,31,5,37,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.8357,-82.839,0
425307,7,32,4,43,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,35.0568,-82.512,1
425308,17,57,35,109,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,33.5674,-81.761,0
425309,0,64,0,64,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,33.8403,-79.802,1
425310,1,50,8,59,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.869,-80.404,1
425311,18,42,44,104,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.5072,-81.718,1
425312,7,61,9,77,No,Government - State,0,0,0,0,0,0,0,0,0,3.0,34.1972,-79.252,0
425314,21,36,25,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.7008,-82.475,1
425315,0,57,22,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.7493,-81.225,1
425316,6,24,1,31,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,2.0,35.0529,-82.096,1
425317,2,33,19,54,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.3086,-82.668,0
425319,2,52,17,71,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,33.3822,-81.262,1
425320,21,127,38,186,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,33.5614,-81.942,0
425321,28,177,60,265,No,Non-Profit - Nonprofit Corporation,0,44,0,0,0,38,0,0,0,1.0,34.0091,-81.25,1
425322,45,61,20,126,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,34.8649,-82.281,0
425323,14,46,18,78,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.6861,-78.981,0
425324,18,58,62,138,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,33.6065,-79.015,0
425325,40,0,0,40,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,3,0,0,0,5.0,32.2322,-80.737,0
425326,12,62,12,86,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.9652,-80.161,1
425332,23,55,41,119,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,32.9799,-80.062,1
425333,46,76,31,153,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.0066,-81.123,0
425334,7,33,39,79,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,34.4995,-82.025,1
425337,8,61,35,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.0673,-80.913,1
425341,5,70,7,82,No,Government - Hospital District,0,0,0,0,0,0,0,0,0,2.0,33.3988,-79.933,1
425351,7,0,17,24,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,32.1713,-80.776,0
425352,21,63,20,104,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.082,-80.958,0
425359,45,56,66,167,No,For Profit - Corporation,0,30,0,0,0,0,0,0,0,2.0,34.8027,-82.285,1
425360,0,78,0,78,No,Government - State,0,0,0,0,0,0,0,0,0,2.0,34.024,-81.027,1
425361,5,89,21,115,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,34.8178,-82.265,1
425362,19,72,4,95,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,32.8001,-80.011,1
425368,6,87,29,122,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,32.717,-80.087,1
425370,3,20,10,33,No,For Profit - Corporation,0,17,1,0,6,4,0,1,6,1.0,33.9626,-80.845,1
425372,13,36,6,55,No,Non-Profit - Church Related,0,22,0,0,0,0,0,0,0,4.0,34.2581,-79.843,0
425373,28,0,0,28,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,34.8564,-82.308,1
425374,13,0,28,41,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,32.8229,-79.821,0
425375,4,0,12,16,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,34.956,-81.099,0
425376,34,0,18,52,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,4.0,35.0391,-82.028,0
425379,20,56,14,90,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,33.9902,-81.111,1
425380,15,0,0,15,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,33.4742,-79.107,0
425381,45,30,4,79,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,32.8144,-80.038,0
425384,4,0,13,17,Yes,Government - Federal,0,0,0,0,0,0,0,0,0,5.0,34.9678,-81.936,0
425385,27,0,0,27,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.0865,-80.887,0
425386,1,3,182,186,No,Government - State,0,0,0,0,0,0,0,0,0,5.0,32.8912,-80.695,0
425387,70,0,10,80,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,34.1077,-80.966,0
425388,10,0,0,10,Yes,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,34.1676,-82.156,0
425389,34,0,2,36,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,33.0178,-80.211,0
425390,16,0,8,24,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,34.985,-81.893,0
425391,36,39,3,78,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,33.8432,-79.092,0
425392,21,0,16,37,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,34.8263,-82.317,0
425393,2,0,0,2,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,34.4832,-81.874,0
425394,4,0,26,30,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,5.0,34.9363,-82.444,0
425395,30,0,18,48,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,33.7639,-78.843,0
425396,10,2,4,16,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.0214,-81.132,0
425397,16,55,41,112,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,32.2744,-80.948,0
425400,4,76,35,115,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,34.1277,-80.896,0
425401,18,0,4,22,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,22,4.0,33.985,-81.061,0
425403,21,0,0,21,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,34.7988,-82.542,0
425406,19,0,2,21,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,34.242,-79.815,0
425407,28,0,20,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,35.05,-80.992,0
425408,16,50,62,128,No,For Profit - Corporation,0,22,0,0,0,0,0,0,0,2.0,34.9465,-81.935,1
425411,22,0,0,22,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,32.735,-79.976,0
425412,26,0,26,52,No,For Profit - LLC,0,0,0,0,0,9,0,0,0,4.0,33.9965,-81.216,0
425413,5,0,37,42,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,32.3831,-80.689,0
425414,25,0,26,51,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,32.8696,-79.908,0
425415,4,5,44,53,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,32.2964,-80.944,0
425416,3,24,16,43,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,34.1048,-79.329,1
425418,17,0,5,22,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,32.7883,-79.951,0
425419,0,0,101,101,No,Government - State,0,0,0,0,0,0,0,0,0,4.0,34.1836,-79.748,0
435004,19,22,25,66,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,45.4739,-98.494,0
435009,2,25,8,35,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,45.2113,-96.637,1
435020,14,32,29,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,44.3501,-98.231,0
435029,3,13,14,30,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.2305,-99.423,0
435033,12,0,25,37,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,4.0,44.0494,-103.22,0
435034,8,27,23,58,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,44.3606,-100.34,0
435035,25,26,0,51,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,44.6504,-103.84,1
435036,5,38,35,78,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,44.8977,-97.114,1
435037,7,13,27,47,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,5.0,44.063,-103.28,0
435038,19,20,1,40,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,45.6674,-97.051,1
435039,21,54,19,94,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.5126,-96.735,1
435040,11,51,20,82,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,44.0772,-103.25,0
435041,11,51,10,72,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,45.4846,-98.511,0
435042,13,38,29,80,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,45.4758,-98.484,0
435043,6,44,25,75,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,44.4943,-103.85,1
435044,13,40,1,54,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,43.5176,-96.744,1
435045,9,68,85,162,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,43.5101,-96.791,1
435046,9,44,24,77,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,43.5564,-96.731,1
435047,10,29,16,55,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,44.359,-100.34,1
435048,2,26,9,37,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,45.4561,-98.1,0
435051,7,38,11,56,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,44.0613,-103.27,1
435054,3,35,11,49,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,44.8715,-98.513,1
435056,2,18,11,31,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,43.3709,-99.847,1
435058,4,16,12,32,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,3.0,44.8847,-97.737,0
435059,5,27,14,46,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,5.0,44.5832,-97.212,0
435060,4,50,20,74,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,44.0716,-103.23,1
435061,10,23,38,71,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,43.7067,-98.047,0
435062,2,24,13,39,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,4.0,43.0199,-96.626,0
435064,4,42,16,62,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,44.1006,-103.23,1
435066,24,35,57,116,Yes,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,3.0,43.5035,-96.685,0
435068,7,24,12,43,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,2.0,44.9059,-97.106,1
435069,3,28,29,60,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.4266,-97.255,0
435070,91,54,41,186,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,42.8798,-97.428,0
435071,1,27,16,44,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,5.0,45.3409,-97.533,0
435072,1,34,13,48,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,43.3471,-103.55,0
435073,6,30,46,82,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,4.0,45.4622,-98.466,0
435074,2,16,15,33,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,44.3837,-97.55,1
435075,2,25,0,27,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,44.0164,-97.53,0
435076,2,29,21,52,No,Non-Profit - Church Related,0,0,0,0,0,0,0,0,0,2.0,43.9943,-97.114,1
435078,7,22,24,53,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,45.7672,-99.613,1
435079,7,35,25,67,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,44.3097,-96.804,1
435080,1,16,17,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,43.0837,-96.783,1
435083,9,19,43,71,No,Government - City/County,0,0,0,0,0,0,0,0,0,5.0,44.3061,-96.764,0
435084,2,19,15,36,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,5.0,45.0317,-99.132,0
435086,2,34,18,54,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,44.0495,-96.587,1
435087,0,38,12,50,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.598,-97.297,0
435088,1,10,22,33,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,43.1197,-96.956,1
435089,0,50,0,50,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,43.4274,-98.407,0
435090,4,14,22,40,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,45.9399,-102.17,1
435092,3,16,15,34,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,44.5131,-99.439,0
435093,1,8,13,22,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,45.3437,-97.751,1
435094,1,18,13,32,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,4.0,43.0053,-97.103,0
435095,6,13,13,32,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.1539,-97.713,0
435096,7,21,11,39,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,43.5285,-96.754,0
435097,6,28,9,43,No,For Profit - Individual,0,0,0,0,0,0,0,0,0,1.0,43.1551,-98.535,1
435098,1,30,25,56,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,42.9985,-97.864,1
435099,2,18,34,54,No,Government - City,0,0,0,0,0,0,0,0,0,3.0,44.6224,-96.959,0
435100,0,48,1,49,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,2.0,43.0822,-97.157,1
435101,1,27,24,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,43.3094,-96.589,1
435102,0,32,0,32,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,44.4029,-103.51,1
435104,2,16,18,36,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,44.0931,-102.83,1
435105,2,20,21,43,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,45.7913,-97.76,0
435107,1,9,12,22,No,Government - City,0,0,0,0,0,0,0,0,0,3.0,45.4485,-99.659,0
435109,5,58,41,104,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,1.0,43.7156,-98.009,1
435110,16,42,24,82,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,44.1046,-103.25,0
435112,3,19,22,44,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,43.3475,-97.431,0
435113,0,6,15,21,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,43.2373,-97.572,0
435114,2,15,15,32,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,1.0,43.5567,-97.502,1
435115,4,30,14,48,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,2.0,43.7173,-96.496,1
435118,4,16,17,37,No,For Profit - LLC,0,0,0,0,0,0,0,0,0,4.0,44.0509,-98.28,0
435119,1,14,8,23,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,45.4117,-96.861,1
435120,2,14,22,38,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,43.1736,-97.084,0
435122,2,26,21,49,No,Non-Profit - Other Nonprofit,0,0,0,0,0,0,0,0,0,3.0,45.2228,-96.628,0
435123,1,24,19,44,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,45.5074,-100.03,0
435124,1,21,18,40,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,44.5196,-98.983,1
435125,2,13,11,26,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,45.494,-97.492,1
435127,3,9,34,46,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,3.0,43.56,-96.746,0
435130,5,28,19,52,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,43.5873,-96.541,1
435132,1,15,17,33,No,For Profit - Corporation,0,0,0,0,0,0,0,0,0,3.0,43.7245,-98.711,0
435133,1,16,15,32,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,44.0804,-98.564,0
435134,6,16,31,53,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,2.0,44.1052,-103.3,1
43A038,0,14,20,34,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,44.0394,-101.67,1
43A067,0,7,37,44,Yes,Government - State,0,0,0,0,0,0,0,0,0,5.0,42.9136,-97.398,0
43A072,0,22,14,36,Yes,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,4.0,43.3842,-98.837,0
43A073,0,33,10,43,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,1.0,43.7885,-99.327,1
43A089,0,30,0,30,No,Non-Profit - Nonprofit Corporation,0,0,0,0,0,0,0,0,0,5.0,43.5732,-100.75,0
